company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,transfer_to_checked_ratio,total_passengers,load_factor,ssr_count,ssr_per_pax,ground_time_pressure,difficulty_score,difficulty_rank,difficulty_class
UA,1124,2025-08-01,ORD,IAH,2025-08-01 16:07:00+00:00,2025-08-01T19:05:00Z,2025-08-01 16:20:00+00:00,2025-08-01T18:49:00Z,179,B737-900,Mainline,1297,1283,56,0.32,216,0.6249067632776705,103,0.0820947013151113,0.37206784554312516,1.3990693101359069,11,Difficult
UA,1178,2025-08-01,ORD,ORF,2025-08-01 18:22:00+00:00,2025-08-01T21:40:00Z,2025-08-01 18:26:00+00:00,2025-08-01T22:00:00Z,179,B737-900,Mainline,120,144,119,0.2885714285714286,231,0.6705737293166699,102,0.07585247312914528,0.3583543846986647,1.3933520157159085,12,Difficult
UA,1215,2025-08-01,ORD,ANC,2025-08-01 09:25:00+00:00,2025-08-01T13:17:00Z,2025-08-01 09:24:00+00:00,2025-08-01T12:40:00Z,166,B737-MAX8,Mainline,81,81,51,0.36857142857142855,191,0.5943337382226455,66,0.058871732840927164,0.3670155178635871,1.3887924174985882,13,Difficult
UA,416,2025-08-01,ORD,MXP,2025-08-01 21:35:00+00:00,2025-08-02T13:20:00Z,2025-08-01 22:00:00+00:00,2025-08-02T12:55:00Z,243,B787-8,Mainline,455,456,150,0.37714285714285717,285,0.6064520469606756,49,0.028164155713239408,0.36665463731504866,1.3784136971318208,14,Difficult
UA,1068,2025-08-01,ORD,IAD,2025-08-01 08:52:00+00:00,2025-08-01T11:55:00Z,2025-08-01 09:00:00+00:00,2025-08-01T11:45:00Z,176,B757-200,Mainline,852,323,56,0.13428571428571429,214,0.6299232103046817,59,0.04651780707360425,0.5579213280404185,1.3686480597044186,15,Difficult
UA,1974,2025-08-01,ORD,PWM,2025-08-01 18:30:00+00:00,2025-08-01T22:01:00Z,2025-08-01 18:35:00+00:00,2025-08-01T21:43:00Z,126,A319-100,Mainline,103,108,43,0.12857142857142856,189,0.784741144414169,93,0.08478513356562137,0.36521111512089494,1.3633088216721139,16,Difficult
OO,5045,2025-08-01,ORD,RHI,2025-08-01 16:35:00+00:00,2025-08-01T17:57:00Z,2025-08-01 16:45:00+00:00,2025-08-01T18:06:00Z,50,CRJ-200,Express,305,30,29,0.09428571428571429,71,0.7411444141689373,25,0.06003249784506831,0.4662576687116564,1.3617202950113763,17,Difficult
UA,1044,2025-08-01,ORD,LAX,2025-08-01 09:05:00+00:00,2025-08-01T11:40:00Z,2025-08-01 09:04:00+00:00,2025-08-01T11:32:00Z,234,B757-300,Mainline,200,205,72,0.25142857142857145,315,0.7009012785579544,74,0.0393051310004774,0.36521111512089494,1.356846096107898,18,Difficult
UA,2243,2025-08-01,ORD,RIC,2025-08-01 18:20:00+00:00,2025-08-01T21:30:00Z,2025-08-01 18:54:00+00:00,2025-08-01T22:08:00Z,150,A320-200,Mainline,639,346,46,0.22,172,0.5921889191643961,69,0.06870782861060169,0.4727535185853482,1.3536502663603458,19,Difficult
OO,5810,2025-08-01,ORD,PIA,2025-08-01 20:20:00+00:00,2025-08-01T21:32:00Z,2025-08-01 20:13:00+00:00,2025-08-01T22:15:00Z,50,CRJ-200,Express,105,48,29,0.10857142857142857,76,0.7956403269754769,26,0.0582625199839341,0.38758570913027784,1.3500599846611174,20,Difficult
UA,2278,2025-08-01,ORD,SEA,2025-08-01 16:15:00+00:00,2025-08-01T18:58:00Z,2025-08-01 16:30:00+00:00,2025-08-01T18:30:00Z,200,A321-2NX,Mainline,80,83,62,0.18571428571428572,263,0.6839237057220708,164,0.10804498560276372,0.3659328762179718,1.343615853257092,21,Difficult
UA,769,2025-08-01,ORD,BCN,2025-08-01 21:35:00+00:00,2025-08-02T13:15:00Z,2025-08-01 21:32:00+00:00,2025-08-02T12:23:00Z,243,B787-8,Mainline,205,198,150,0.23142857142857143,332,0.7118556643231182,61,0.030252087205623335,0.36954168170335616,1.3430780046606692,22,Difficult
UA,970,2025-08-01,ORD,FCO,2025-08-01 15:50:00+00:00,2025-08-02T07:55:00Z,2025-08-01 16:55:00+00:00,2025-08-02T08:29:00Z,318,B787-10,Mainline,160,181,155,0.3028571428571429,402,0.6562130481723305,59,0.02371354360920223,0.35943702634428,1.3422207609829555,23,Difficult
UA,1872,2025-08-01,ORD,MSP,2025-08-01 14:40:00+00:00,2025-08-01T16:19:00Z,2025-08-01 15:19:00+00:00,2025-08-01T16:43:00Z,150,A320-200,Mainline,57,104,46,0.2857142857142857,176,0.6067211625794733,101,0.09925285323684246,0.3500541320822807,1.3417424336128823,24,Difficult
UA,2378,2025-08-01,ORD,LAX,2025-08-01 21:42:00+00:00,2025-08-02T00:15:00Z,2025-08-01 21:47:00+00:00,2025-08-02T00:04:00Z,200,A321-2NX,Mainline,77,86,62,0.3171428571428571,241,0.6239782016348775,47,0.032248170405742446,0.3637675929267412,1.3371368221102182,25,Difficult
UA,2665,2025-08-01,ORD,IAH,2025-08-01 21:07:00+00:00,2025-08-01T23:57:00Z,2025-08-01 21:50:00+00:00,2025-08-02T00:34:00Z,179,B737-MAX9,Mainline,72,72,56,0.26857142857142857,216,0.6249067632776705,96,0.07636291086837248,0.3670155178635871,1.3368566205810586,26,Difficult
UA,1923,2025-08-01,ORD,CID,2025-08-01 20:05:00+00:00,2025-08-01T21:21:00Z,2025-08-01 20:17:00+00:00,2025-08-01T21:32:00Z,150,A320-200,Mainline,110,121,46,0.32571428571428573,172,0.5921889191643961,56,0.05533999839927063,0.3630458318296643,1.3362890351076167,27,Difficult
UA,2172,2025-08-01,ORD,FAI,2025-08-01 16:05:00+00:00,2025-08-01T19:40:00Z,2025-08-01 16:04:00+00:00,2025-08-01T19:06:00Z,166,B737-MAX8,Mainline,77,105,51,0.3942857142857143,154,0.4728669446177079,99,0.11145550544024284,0.356910862504511,1.335519026848176,28,Difficult
UA,1842,2025-08-01,ORD,SAN,2025-08-01 20:20:00+00:00,2025-08-01T22:44:00Z,2025-08-01 20:44:00+00:00,2025-08-01T23:05:00Z,200,A321-2NX,Mainline,85,107,62,0.2714285714285714,253,0.656675749318801,61,0.04039924319803832,0.35907614579574154,1.3275797097411524,29,Difficult
UA,1905,2025-08-01,ORD,PIT,2025-08-01 18:10:00+00:00,2025-08-01T20:51:00Z,2025-08-01 18:07:00+00:00,2025-08-01T21:19:00Z,150,A320-200,Mainline,60,54,46,0.24,187,0.6466848319709355,78,0.0715287652203972,0.3691808011548177,1.3273943983461505,30,Difficult
UA,422,2025-08-01,ORD,ATH,2025-08-01 16:15:00+00:00,2025-08-02T10:30:00Z,2025-08-01 16:24:00+00:00,2025-08-02T09:58:00Z,318,B787-10,Mainline,185,168,155,0.28285714285714286,371,0.6030881017257039,143,0.06592782991643518,0.3731504871887405,1.3250235616880226,31,Difficult
UA,2154,2025-08-01,ORD,ROC,2025-08-01 18:25:00+00:00,2025-08-01T21:13:00Z,2025-08-01 18:25:00+00:00,2025-08-01T21:27:00Z,179,B737-900,Mainline,75,66,56,0.29714285714285715,202,0.5822842616412708,88,0.07480632845567962,0.370263442800433,1.3244968900402405,32,Difficult
UA,288,2025-08-01,ORD,SNN,2025-08-01 18:05:00+00:00,2025-08-02T07:30:00Z,2025-08-01 18:09:00+00:00,2025-08-02T06:47:00Z,176,B757-200,Mainline,212,205,75,0.23714285714285716,226,0.6670795144909587,64,0.04784163754553556,0.36954168170335616,1.3216056908827076,33,Difficult
UA,1531,2025-08-01,ORD,DSM,2025-08-01 20:20:00+00:00,2025-08-01T21:47:00Z,2025-08-01 20:49:00+00:00,2025-08-01T22:10:00Z,126,A319-100,Mainline,64,90,43,0.24,147,0.6030881017257039,102,0.1204793154730095,0.3576326236015878,1.3212000408003013,34,Difficult
UA,953,2025-08-01,ORD,MUC,2025-08-01 18:00:00+00:00,2025-08-02T09:40:00Z,2025-08-01 18:09:00+00:00,2025-08-02T09:10:00Z,243,B787-8,Mainline,1680,1628,150,0.26285714285714284,289,0.6154225675872664,89,0.0522230914881378,0.3857813063875857,1.3162841083201329,35,Difficult
UA,2652,2025-08-01,ORD,RSW,2025-08-01 18:08:00+00:00,2025-08-01T22:09:00Z,2025-08-01 18:28:00+00:00,2025-08-01T22:54:00Z,166,B737-800,Mainline,63,55,51,0.18,217,0.6796887823774663,109,0.08659636425320177,0.36990256225189455,1.3161877088825626,36,Difficult
UA,1616,2025-08-01,ORD,GRR,2025-08-01 18:20:00+00:00,2025-08-01T20:35:00Z,2025-08-01 18:21:00+00:00,2025-08-01T20:16:00Z,126,A319-100,Mainline,90,100,43,0.26285714285714284,143,0.5857878119458501,85,0.10288604108744763,0.36340671237820277,1.3149377082686433,37,Difficult
UA,310,2025-08-01,ORD,MCI,2025-08-01 15:53:00+00:00,2025-08-01T17:31:00Z,2025-08-01 15:55:00+00:00,2025-08-01T17:29:00Z,126,A319-100,Mainline,58,70,43,0.19142857142857142,151,0.6203883915055577,119,0.13714049585138927,0.3626849512811259,1.3116424100666442,38,Difficult
UA,2008,2025-08-01,ORD,MCO,2025-08-01 11:02:00+00:00,2025-08-01T14:57:00Z,2025-08-01 11:17:00+00:00,2025-08-01T14:44:00Z,234,B757-300,Mainline,81,111,66,0.12,358,0.8010433405528773,74,0.03431453274672583,0.3561891014074341,1.3115469747070372,39,Difficult
UA,445,2025-08-01,ORD,ANC,2025-08-01 15:50:00+00:00,2025-08-01T19:35:00Z,2025-08-01 15:46:00+00:00,2025-08-01T18:56:00Z,179,B737-MAX9,Mainline,68,73,56,0.24285714285714285,219,0.6340401564854703,86,0.06720999305127096,0.36521111512089494,1.309318407514779,40,Difficult
OO,5603,2025-08-01,ORD,FNT,2025-08-01 20:08:00+00:00,2025-08-01T22:30:00Z,2025-08-01 21:26:00+00:00,2025-08-01T23:50:00Z,50,CRJ-200,Express,86,169,29,0.11142857142857143,65,0.67574931880109,67,0.18006422725860102,0.3370624323348971,1.3043045498231596,41,Difficult
UA,793,2025-08-01,ORD,DFW,2025-08-01 16:20:00+00:00,2025-08-01T18:58:00Z,2025-08-01 16:26:00+00:00,2025-08-01T19:00:00Z,126,A319-100,Mainline,64,62,43,0.2057142857142857,151,0.6203883915055577,93,0.10668663099908536,0.367737278960664,1.3005265871795928,42,Difficult
UA,912,2025-08-01,ORD,KEF,2025-08-01 21:10:00+00:00,2025-08-02T08:30:00Z,2025-08-01 21:45:00+00:00,2025-08-02T09:04:00Z,176,B757-200,Mainline,150,154,75,0.26285714285714284,207,0.6082486995293535,76,0.06269205663515691,0.3655719956694334,1.2993698946910865,43,Difficult
UA,1269,2025-08-01,ORD,CLE,2025-08-01 18:00:00+00:00,2025-08-01T20:28:00Z,2025-08-01 18:02:00+00:00,2025-08-01T20:14:00Z,126,B737-700,Mainline,74,66,43,0.14857142857142858,158,0.6506638986203019,118,0.1298458018361344,0.36990256225189455,1.2989836912797594,44,Difficult
UA,1495,2025-08-01,ORD,TVC,2025-08-01 21:13:00+00:00,2025-08-01T23:36:00Z,2025-08-01 22:11:00+00:00,2025-08-02T00:17:00Z,166,B737-800,Mainline,63,53,51,0.18857142857142858,217,0.6796887823774663,68,0.0531791580673433,0.37062432334897144,1.2920636923652098,45,Difficult
UA,2207,2025-08-01,ORD,OMA,2025-08-01 15:58:00+00:00,2025-08-01T17:36:00Z,2025-08-01 16:27:00+00:00,2025-08-01T17:48:00Z,179,B737-MAX9,Mainline,15,64,56,0.2714285714285714,207,0.5975065836542707,87,0.07209076892049261,0.34933237098520387,1.2903582949885386,46,Difficult
UA,2211,2025-08-01,ORD,SEA,2025-08-01 19:59:00+00:00,2025-08-01T22:42:00Z,2025-08-01 20:03:00+00:00,2025-08-01T22:34:00Z,166,B737-MAX8,Mainline,64,62,51,0.2257142857142857,199,0.6205968287318211,87,0.0750791214790096,0.367737278960664,1.2891275148857804,47,Difficult
UA,1612,2025-08-01,ORD,MEM,2025-08-01 20:00:00+00:00,2025-08-01T22:00:00Z,2025-08-01 20:07:00+00:00,2025-08-01T21:57:00Z,126,A319-100,Mainline,104,103,43,0.19142857142857142,152,0.6247134639505212,92,0.10480638225820424,0.36737639841212555,1.2883248160494225,48,Difficult
UA,1361,2025-08-01,ORD,STL,2025-08-01 21:20:00+00:00,2025-08-01T22:45:00Z,2025-08-01 21:29:00+00:00,2025-08-01T22:44:00Z,166,B737-800,Mainline,69,62,51,0.3485714285714286,168,0.5188273530087653,48,0.04828883521087621,0.36954168170335616,1.2852292984944262,49,Difficult
UA,1801,2025-08-01,ORD,DEN,2025-08-01 16:20:00+00:00,2025-08-01T18:12:00Z,2025-08-01 18:01:00+00:00,2025-08-01T20:05:00Z,234,B757-300,Mainline,88,182,66,0.2914285714285714,271,0.5984303314003587,98,0.061714666226416866,0.33309274630097435,1.2846663153563214,50,Difficult
UA,1832,2025-08-01,ORD,CMH,2025-08-01 07:10:00+00:00,2025-08-01T09:37:00Z,2025-08-01 07:10:00+00:00,2025-08-01T09:21:00Z,150,A320-200,Mainline,594,279,46,0.28,136,0.4613987284287012,49,0.0614795222293616,0.48069289065319376,1.2835711413112567,51,Difficult
UA,2658,2025-08-01,ORD,SMF,2025-08-01 16:00:00+00:00,2025-08-01T18:35:00Z,2025-08-01 16:00:00+00:00,2025-08-01T18:14:00Z,150,A320-200,Mainline,104,117,46,0.2057142857142857,178,0.6139872842870119,104,0.10109333257115571,0.3623240707325875,1.2831189733050408,52,Difficult
UA,2200,2025-08-01,ORD,SEA,2025-08-01 21:16:00+00:00,2025-08-01T23:59:00Z,2025-08-01 21:34:00+00:00,2025-08-01T23:45:00Z,166,B737-MAX8,Mainline,63,64,51,0.18,214,0.6698401234365254,80,0.06387388281886947,0.36665463731504866,1.2803686435704433,53,Difficult
UA,2481,2025-08-01,ORD,SYR,2025-08-01 18:20:00+00:00,2025-08-01T21:16:00Z,2025-08-01 18:15:00+00:00,2025-08-01T21:01:00Z,150,A320-200,Mainline,75,68,46,0.20285714285714285,187,0.6466848319709355,66,0.06017903195993347,0.36954168170335616,1.279262688491368,54,Difficult
UA,2465,2025-08-01,ORD,ORF,2025-08-01 11:55:00+00:00,2025-08-01T15:14:00Z,2025-08-01 11:49:00+00:00,2025-08-01T14:58:00Z,179,B737-MAX9,Mainline,68,84,56,0.17714285714285713,225,0.6523069429010702,115,0.08815402264452091,0.36124142908697215,1.2788452517754203,55,Difficult
UA,1660,2025-08-01,ORD,SFO,2025-08-01 16:50:00+00:00,2025-08-01T19:36:00Z,2025-08-01 17:06:00+00:00,2025-08-01T19:43:00Z,234,B757-300,Mainline,105,129,66,0.21142857142857144,300,0.6659680011178649,74,0.04138261259913213,0.3583543846986647,1.2771335698442332,56,Difficult
UA,1741,2025-08-01,ORD,JAC,2025-08-01 09:20:00+00:00,2025-08-01T11:35:00Z,2025-08-01 09:17:00+00:00,2025-08-01T11:18:00Z,126,B737-700,Mainline,75,82,43,0.14285714285714285,175,0.7241901301846806,47,0.04525683503986661,0.36448935402381805,1.2767934621055081,57,Difficult
UA,1594,2025-08-01,ORD,ABQ,2025-08-01 09:20:00+00:00,2025-08-01T11:32:00Z,2025-08-01 09:59:00+00:00,2025-08-01T12:04:00Z,126,A319-100,Mainline,77,131,43,0.1457142857142857,170,0.7025647679598634,77,0.07786569962415611,0.3475279682425117,1.273672721540817,58,Difficult
UA,2201,2025-08-01,ORD,MCO,2025-08-01 14:01:00+00:00,2025-08-01T18:00:00Z,2025-08-01 13:57:00+00:00,2025-08-01T17:32:00Z,179,B737-900,Mainline,76,94,56,0.08285714285714285,261,0.7619076613946693,101,0.06619815933721003,0.3605196679898953,1.2714826315789174,59,Difficult
UA,580,2025-08-01,ORD,PDX,2025-08-01 16:13:00+00:00,2025-08-01T18:45:00Z,2025-08-01 16:18:00+00:00,2025-08-01T18:23:00Z,179,B737-900,Mainline,78,100,56,0.17714285714285713,216,0.6249067632776705,137,0.10993482634212845,0.35907614579574154,1.2710605925583978,60,Difficult
UA,2618,2025-08-01,ORD,STL,2025-08-01 14:23:00+00:00,2025-08-01T15:47:00Z,2025-08-01 14:27:00+00:00,2025-08-01T15:39:00Z,126,A319-100,Mainline,69,95,43,0.2542857142857143,142,0.5814627395008867,58,0.06999681765589798,0.3576326236015878,1.2633778950440866,61,Difficult
UA,1564,2025-08-01,ORD,MSP,2025-08-01 20:05:00+00:00,2025-08-01T21:43:00Z,2025-08-01 20:22:00+00:00,2025-08-01T21:59:00Z,166,B737-800,Mainline,110,57,60,0.26285714285714284,179,0.5549391024588819,58,0.05506425458743397,0.3861421869361241,1.259002686839583,62,Difficult
OO,5038,2025-08-01,ORD,PLN,2025-08-01 11:05:00+00:00,2025-08-01T13:28:00Z,2025-08-01 11:07:00+00:00,2025-08-01T13:33:00Z,50,CRJ-200,Express,1415,1431,29,0.06571428571428571,70,0.7302452316076294,41,0.10134883820354418,0.36124142908697215,1.2585497846124314,63,Difficult
OO,5094,2025-08-01,ORD,RHI,2025-08-01 10:57:00+00:00,2025-08-01T12:19:00Z,2025-08-01 11:02:00+00:00,2025-08-01T12:22:00Z,50,CRJ-200,Express,77,63,29,0.06571428571428571,75,0.784741144414169,16,0.03548705671105791,0.37206784554312516,1.2580103323826377,64,Difficult
UA,767,2025-08-01,ORD,DEN,2025-08-01 21:32:00+00:00,2025-08-01T23:22:00Z,2025-08-01 21:36:00+00:00,2025-08-01T23:14:00Z,200,A321-2NX,Mainline,72,76,62,0.26857142857142857,229,0.5912806539509537,44,0.03173861593680635,0.3655719956694334,1.257162694128622,65,Difficult
UA,2483,2025-08-01,ORD,IAH,2025-08-01 10:35:00+00:00,2025-08-01T13:29:00Z,2025-08-01 10:32:00+00:00,2025-08-01T13:00:00Z,179,B737-900,Mainline,73,102,56,0.18,204,0.5883731904464706,155,0.13213949353495702,0.35654998195597254,1.2570626659374002,66,Difficult
UA,467,2025-08-01,ORD,CMH,2025-08-01 14:21:00+00:00,2025-08-01T16:52:00Z,2025-08-01 14:32:00+00:00,2025-08-01T16:43:00Z,126,A319-100,Mainline,66,80,43,0.2257142857142857,132,0.5382120150512522,99,0.13040550650905283,0.36196319018404904,1.2562949974586397,67,Difficult
UA,695,2025-08-01,ORD,SJU,2025-08-01 18:03:00+00:00,2025-08-01T23:54:00Z,2025-08-01 18:16:00+00:00,2025-08-02T00:13:00Z,179,B737-MAX9,Mainline,93,124,56,0.1657142857142857,234,0.67970712252447,75,0.05444353641271194,0.35582822085889565,1.2556931655103631,68,Difficult
OO,5637,2025-08-01,ORD,GRB,2025-08-01 18:05:00+00:00,2025-08-01T19:18:00Z,2025-08-01 18:13:00+00:00,2025-08-01T19:20:00Z,50,CRJ-200,Express,55,37,29,0.11142857142857143,68,0.7084468664850138,24,0.06017903195993347,0.3735113677372789,1.2535658376107977,69,Difficult
UA,291,2025-08-01,ORD,BDL,2025-08-01 18:15:00+00:00,2025-08-01T21:36:00Z,2025-08-01 18:32:00+00:00,2025-08-01T22:02:00Z,126,A319-100,Mainline,70,53,43,0.18,154,0.6333636088404482,60,0.06666459382305559,0.3731504871887405,1.2531786898522441,70,Difficult
UA,2616,2025-08-01,ORD,PDX,2025-08-01 12:46:00+00:00,2025-08-01T15:14:00Z,2025-08-01 13:07:00+00:00,2025-08-01T15:16:00Z,166,B737-800,Mainline,43,58,51,0.13714285714285715,215,0.6731230097501724,98,0.07837379814802571,0.3616023096355106,1.2502419746765658,71,Difficult
UA,2075,2025-08-01,ORD,TPA,2025-08-01 17:55:00+00:00,2025-08-01T21:45:00Z,2025-08-01 17:58:00+00:00,2025-08-01T21:29:00Z,166,B737-MAX8,Mainline,74,115,51,0.10857142857142857,229,0.7190834181412298,94,0.07035579424296935,0.3522194153735113,1.2502300563291389,72,Difficult
UA,1398,2025-08-01,ORD,ATL,2025-08-01 18:20:00+00:00,2025-08-01T21:29:00Z,2025-08-01 18:32:00+00:00,2025-08-01T21:30:00Z,166,B737-800,Mainline,70,51,51,0.19428571428571428,191,0.5943337382226455,96,0.0866518391198109,0.37387224828581733,1.2491435399139879,73,Difficult
UA,1377,2025-08-01,ORD,MYR,2025-08-01 11:20:00+00:00,2025-08-01T14:35:00Z,2025-08-01 11:14:00+00:00,2025-08-01T14:47:00Z,126,B737-700,Mainline,110,114,43,0.07142857142857142,180,0.745815492409498,69,0.06555439174023642,0.3655719956694334,1.2483704512477392,74,Difficult
UA,1324,2025-08-01,ORD,SFO,2025-08-01 19:48:00+00:00,2025-08-01T22:38:00Z,2025-08-01 19:58:00+00:00,2025-08-01T22:39:00Z,200,A321-2NX,Mainline,84,94,62,0.22,235,0.6076294277929156,78,0.056460183189483634,0.36340671237820277,1.247496323360602,75,Difficult
UA,1414,2025-08-01,ORD,BOI,2025-08-01 08:45:00+00:00,2025-08-01T11:43:00Z,2025-08-01 09:25:00+00:00,2025-08-01T12:04:00Z,126,A319-100,Mainline,64,75,43,0.09142857142857143,175,0.7241901301846806,70,0.06850216968427353,0.3630458318296643,1.2471667031271898,76,Difficult
UA,1834,2025-08-01,ORD,TPA,2025-08-01 11:12:00+00:00,2025-08-01T15:02:00Z,2025-08-01 11:30:00+00:00,2025-08-01T15:06:00Z,166,B737-800,Mainline,69,60,51,0.13142857142857142,213,0.6665572371228784,97,0.07830041749825603,0.370263442800433,1.2465496688501387,77,Difficult
UA,1909,2025-08-01,ORD,TVC,2025-08-01 10:51:00+00:00,2025-08-01T13:06:00Z,2025-08-01 10:49:00+00:00,2025-08-01T12:59:00Z,179,B737-900,Mainline,73,75,56,0.21142857142857144,215,0.6218622988750704,55,0.04300046281958041,0.3662937567665102,1.2425850898897324,78,Difficult
UA,987,2025-08-01,ORD,CDG,2025-08-01 18:00:00+00:00,2025-08-02T09:20:00Z,2025-08-01 17:57:00+00:00,2025-08-02T08:34:00Z,318,B787-10,Mainline,255,212,155,0.11428571428571428,434,0.7110517025688482,90,0.03443292045088611,0.38253338145073973,1.2423037187561883,79,Difficult
OO,5729,2025-08-01,ORD,FNT,2025-08-01 11:05:00+00:00,2025-08-01T13:23:00Z,2025-08-01 10:57:00+00:00,2025-08-01T12:59:00Z,50,CRJ-200,Express,99,88,29,0.09142857142857143,50,0.5122615803814714,76,0.26659284752356727,0.3709852038975099,1.24126820323112,80,Difficult
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01T22:53:00Z,2025-08-01 21:19:00+00:00,2025-08-01T23:47:00Z,126,A319-100,Mainline,70,102,52,0.10285714285714286,178,0.7371653475195711,48,0.04544988373989344,0.3554673403103572,1.2409397144269647,81,Difficult
G7,4597,2025-08-01,ORD,ROA,2025-08-01 07:15:00+00:00,2025-08-01T10:14:00Z,2025-08-01 07:03:00+00:00,2025-08-01T09:55:00Z,50,CRJ-550,Express,664,627,29,0.08285714285714285,73,0.7629427792915532,7,0.01471531733554162,0.38036809815950917,1.240883337643747,82,Difficult
UA,1583,2025-08-01,ORD,BWI,2025-08-01 18:35:00+00:00,2025-08-01T21:42:00Z,2025-08-01 18:50:00+00:00,2025-08-01T22:04:00Z,179,B737-900,Mainline,90,71,56,0.21714285714285714,207,0.5975065836542707,58,0.04731234562278939,0.37387224828581733,1.2358340347057346,83,Difficult
UA,929,2025-08-01,ORD,LHR,2025-08-01 16:05:00+00:00,2025-08-02T06:20:00Z,2025-08-01 16:28:00+00:00,2025-08-02T06:12:00Z,167,B767-300,Mainline,280,200,145,0.15428571428571428,203,0.6297377996051493,66,0.05525895054653046,0.3958859617466618,1.2351684261840559,84,Difficult
UA,286,2025-08-01,ORD,CLE,2025-08-01 07:33:00+00:00,2025-08-01T09:59:00Z,2025-08-01 07:30:00+00:00,2025-08-01T09:47:00Z,166,B737-800,Mainline,748,501,51,0.21714285714285714,165,0.5089786940678245,51,0.05242338089861657,0.45615301335258024,1.2346979454618783,85,Difficult
